family,budget,prev_url,prev_loss,prev_std,prev_upper,prev_policy,zero_run,zero_url,zero_loss,zero_std,zero_upper,zero_policy,dead_experts,delta_upper_vs_10pct,delta_policy_vs_10pct
mlp,1e18,https://wandb.ai/maxence-frenette/chess-engine-4/runs/d71m5r1e,3.6497020923939014,0.1115831282711864,3.761285220665088,0.288514175890433,cooldown0-mlp-1e18-frac0.1-final0,https://wandb.ai/maxence-frenette/chess-engine-4/runs/s6qsd9ba,3.64173141486894,0.11666258328064913,3.758393998149589,0.2851284384435029,,-0.0028912225154988924,-0.003385737446930104
mlp,1e19,https://wandb.ai/maxence-frenette/chess-engine-4/runs/wb4u9ota,3.4172671980205203,0.08034876873077273,3.497615966751293,0.34810976444513836,cooldown0-mlp-1e19-frac0.1-final0,https://wandb.ai/maxence-frenette/chess-engine-4/runs/qs2wwwit,3.4132783776419005,0.08156409634283535,3.4948424739847357,0.34833671167849123,,-0.0027734927665572506,0.00022694723335286993
mlp,1e20,https://wandb.ai/maxence-frenette/chess-engine-4/runs/s2uely6i,3.2005823987096464,0.0504551846967638,3.2510375834064105,0.4047294609025224,cooldown0-mlp-1e20-frac0.1-final0,https://wandb.ai/maxence-frenette/chess-engine-4/runs/reaoy7um,3.199247938131734,0.052520124590286536,3.2517680627220202,0.4043564870136983,,0.0007304793156097666,-0.00037297388882406857
mlp_moe16a2,1e18,https://wandb.ai/maxence-frenette/chess-engine-4/runs/qzt367kv,3.6274839270831425,0.12823801648927743,3.75572194357242,0.3003790953204591,cooldown0-moe16a2-1e18-frac0.1-final0,https://wandb.ai/maxence-frenette/chess-engine-4/runs/qsn9u7gu,3.629242593022763,0.13241223154343107,3.761654824566194,0.30274843446551297,0,0.005932880993773981,0.0023693391450538837
mlp_moe16a2,1e19,https://wandb.ai/maxence-frenette/chess-engine-4/runs/9fbxfec2,3.4081176863702236,0.08174815703665873,3.4898658434068826,0.35628195736809015,cooldown0-moe16a2-1e19-frac0.1-final0,https://wandb.ai/maxence-frenette/chess-engine-4/runs/a944s3rf,3.4065627408346653,0.08233974494072333,3.4889024857753888,0.35659390405487146,0,-0.0009633576314937997,0.0003119466867813059
mlp_moe16a2,1e20,https://wandb.ai/maxence-frenette/chess-engine-4/runs/kvlf50as,3.1758176185714904,0.044707934024770316,3.2205255525962606,0.4210504385338326,cooldown0-moe16a2-1e20-frac0.1-final0,https://wandb.ai/maxence-frenette/chess-engine-4/runs/ha5zww3v,3.173982704651889,0.045370027242115155,3.2193527318940043,0.4216441187643797,0,-0.0011728207022563275,0.0005936802305470668
